"","Segment","RESPID","Q1_1_When buying a boat  I do a lot of shopping around and visit multiple dealers","Q1_2_When buying a boat  getting the lowest price is more important than the boat brand","Q1_3_The brand of boat I buy says a lot about who I am","Q1_4_I only consider buying a boat from a reputable brand","Q1_5_I am willing to pay a premium for a brand with a reputation for high quality","Q1_6_Owning a boat is a way of rewarding myself for my hard work","Q1_7_Owning a boat gives me a sense of achievement","Q1_8_When buying a boat  functionality is more important than style","Q1_9_I see my boat as a status symbol","Q1_10_When buying a boat  I rely more on expert opinion than my own  e g  consumer reports  salespeople ","Q1_11_I tend to perform minor boat repairs and maintenance on my own","Q1_12_When it comes to boating  I tend to prefer a basic boat with little to no frills","Q1_13_When buying a boat  I tend to buy the latest and greatest","Q1_14_When buying accessories for my boat  I tend to buy the latest and greatest","Q1_15_I am serious about the technology on my boat","Q1_16_People tend to come to me for advice about boating","Q1_17_I consider myself more knowledgeable about boating than the rest of my boating peers","Q1_18_Boating gives me a feeling of adventure","Q1_19_Boating allows me to experience nature","Q1_20_When not on my boat  I often find myself doing boating related activities","Q1_21_Boating helps me escape from everyday life and relax","Q1_22_Boating helps me stay active","Q1_23_Boating allows me to excel in the sports that I am passionate about   e g  fishing  racing  water sports ","Q1_24_Boating gives me an outlet to socialize with family and or friends","Q1_25_Being in charge of my boat is very important to me","Q1_26_Having a powerful boat is what is most important to me","Q1_27_Boating is the number one thing I do with my spare time","Q1_28_Boating is my true passion in life","Q1_29_Boating is one of many things I do in my spare time","Q2_How many powerboats do you currently own ","Q2_Cluster_Own a boat ","Q3_How likely would you be to purchase a new boat in the future ","Q4_Approximately how much did you pay for your current Boat ","Q5_What is the horse power of your engine brand current boat engine   the boat you want to buy ","Q6_Length of Boat  in Feet ","Q7_1_I normally boat alone","Q7_2_I boat with my spouse or significant other","Q7_3_I boat with my family  including kids","Q7_4_I boat with my friends","Q8_How would you rate your experience regarding boating ","Q9_1_Fishing   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_2_Swimming   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_3_Cruising   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_4_Water Sports   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_5_Entertaining socializing   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q10_During your boating season  how many days out of the year do you typically use your boat","Q11_Gender","Q12_HOUSEHOLD income","Q13_Are you now married  widowed  divorced  separated  never married  or living with a partner ","Q14_Current Employment Status","Q15_Age in cluster","Q16_Name of the Brand rated","Q16_1_Is a brand that has been around for a long time","Q16_2_Has best in class customer service","Q16_3_Has a strong dealer network","Q16_4_Is a leader in cutting edge technology","Q16_5_Is a leader in safety","Q16_6_Is known for its innovative products","Q16_7_Is a brand for people who are serious about boating","Q16_8_Is a good brand for people that are new to boating","Q16_9_Is a brand I see in the water all the time","Q16_10_Offers boats that provide a fast and powerful boating experience","Q16_11_Offers the best boats for socializing","Q16_12_Offers the best boats for water sports  e g   tubing  ski  wakeboard ","Q16_13_Offers boats with superior interior style","Q16_14_Offers boats with superior exterior style","Q16_15_Offers boats that stand out from the crowd","Q16_16_Offers boats that look cool","Q16_17_Offers boats that can handle rough weather or choppy water","Q16_18_Offers boats that can handle frequent and heavy usage","Q16_19_Offers a wide breadth of product offerings and accessories","Q16_20_Offers boats that I can move around safely","Q16_21_Offers boats that are easy to maintain and or repair","Q16_22_Offers boats that are easy to use","Q16_23_Offers boats that are easy to clean up","Q16_24_Has low prices","Q16_25_Is a brand that gives me peace of mind","Q16_26_Makes me feel I made a smart decision","Q16_27_Is a brand that impresses others","Q17_Recommend","Q18_PurchaseFuture"
"2200",2,479715,4,2,1,3,4,4,4,4,2,5,4,2,2,3,4,2,2,4,5,2,5,4,1,2,3,2,2,2,4,0,0,4,4,2,30,2,4,4,3,2,2,4,3,2,3,100,2,1,3,6,3,43,5,3,2,4,4,4,3,4,4,4,4,2,4,4,5,5,4,4,4,4,4,4,4,2,4,4,3,0,1
"2201",2,220819,3,3,2,4,3,3,2,4,2,4,4,4,3,3,4,2,2,3,4,2,4,4,3,4,3,2,2,2,4,0,0,4,3,2,24,1,5,4,2,1,5,3,2,2,2,120,1,11,6,6,3,43,4,4,4,4,4,4,3,3,4,4,3,2,3,3,3,4,3,4,4,3,3,4,3,3,4,4,3,0,1
"2202",2,233565,4,2,3,4,4,3,3,4,2,3,4,2,3,3,4,3,3,4,4,3,4,3,4,2,4,3,3,3,4,1,1,4,3,2,18,4,3,1,3,3,5,2,3,2,2,100,1,1,1,5,4,24,3,3,4,3,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,2,5,4,3,3,1,1
"2203",2,488760,4,2,2,4,3,3,3,4,1,3,4,4,2,3,3,2,2,3,3,1,3,3,2,2,3,1,1,3,4,1,1,4,1,2,20,3,2,3,2,1,5,1,1,1,1,15,1,15,1,1,2,50,4,3,3,3,4,3,3,4,3,3,1,1,1,1,2,3,4,4,3,4,4,4,4,3,4,4,3,0,1
"2204",2,481804,3,3,3,4,3,4,3,4,2,3,4,2,4,4,4,3,2,3,4,3,4,3,3,4,4,2,2,3,4,3,1,4,2,2,20,3,4,4,4,3,4,4,4,3,4,90,1,19,1,1,2,24,3,3,4,4,4,3,4,4,4,2,4,2,4,3,3,4,3,4,4,4,4,4,4,3,4,4,3,0,1
"2205",3,224067,5,2,3,5,3,4,3,4,3,2,5,3,2,2,4,4,3,3,5,3,4,4,4,4,3,2,4,4,4,1,1,4,6,2,25,2,5,3,4,3,5,4,3,2,3,200,1,14,1,5,4,5,5,4,4,4,3,5,4,5,4,5,3,3,4,4,5,4,4,4,4,5,4,4,5,5,4,4,3,0,1
"2206",2,223027,4,3,2,3,3,4,3,5,2,4,4,3,3,3,4,2,3,4,5,3,4,4,2,4,4,2,2,1,4,1,1,4,6,2,21,2,5,4,4,2,3,4,4,2,4,35,1,16,1,5,4,5,4,3,4,5,3,3,4,5,4,5,4,2,4,2,5,2,3,5,5,5,4,4,4,5,4,4,3,0,1
"2207",2,228958,4,3,1,4,3,4,3,4,1,3,4,2,3,3,3,3,3,4,4,2,3,4,4,4,3,2,2,3,4,1,1,4,3,2,16,3,4,4,3,2,4,3,3,3,2,10,1,14,1,1,3,24,5,5,3,4,3,3,3,4,4,5,5,2,2,3,4,3,4,4,5,3,4,5,5,3,4,4,3,1,1
"2208",2,239120,4,3,2,4,5,4,4,4,2,4,4,2,3,3,4,2,2,4,4,4,4,4,2,5,4,2,3,2,4,1,1,5,8,2,49,2,4,4,3,2,1,1,4,1,4,50,1,19,3,1,3,39,1,2,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,0,1
"2209",1,236611,4,3,2,5,4,4,3,4,2,4,2,2,2,2,3,2,2,4,5,2,4,4,3,4,3,2,3,3,4,1,1,5,2,2,21,2,4,3,4,1,3,3,4,3,5,25,2,18,1,1,3,4,3,3,3,3,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,1
"2210",2,225469,4,3,2,4,3,1,1,3,1,3,4,3,3,3,2,2,3,3,4,1,4,4,4,2,4,2,3,3,4,1,1,4,3,2,17,2,5,4,2,2,5,4,3,3,2,30,2,14,1,1,1,32,3,3,3,3,3,4,4,4,3,4,4,3,3,4,3,3,3,3,4,4,4,3,4,4,4,3,3,0,1
"2211",2,489555,4,2,2,4,3,3,2,4,1,3,4,2,2,3,3,3,3,4,4,2,3,2,2,3,3,2,2,2,4,0,0,4,4,2,28,2,5,5,4,3,3,4,4,3,3,40,1,12,1,2,3,5,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,3,4,4,3,0,1
"2212",3,226478,4,4,3,4,4,4,3,2,3,2,3,4,2,3,2,1,1,3,5,2,5,4,1,2,5,2,1,2,4,1,1,5,4,2,24,2,5,2,2,2,1,2,5,1,5,12,1,1,1,1,2,39,1,3,3,3,3,3,3,3,4,4,3,3,3,4,2,3,2,4,3,4,3,4,4,5,4,5,3,0,1
"2213",1,234843,2,4,4,3,2,5,3,4,2,3,3,4,2,2,3,3,4,4,4,3,5,4,5,4,3,2,4,4,4,1,1,4,2,2,21,2,5,4,4,3,5,2,2,1,2,10,1,15,1,1,2,21,3,2,3,3,3,3,3,4,3,4,4,3,3,3,3,2,3,3,4,3,3,3,5,5,4,3,3,0,1
"2214",1,230638,4,4,3,4,3,5,3,4,2,3,2,4,2,3,4,3,3,4,4,2,5,4,3,3,2,3,2,3,5,1,1,2,3,2,15,2,3,4,2,2,5,1,3,1,1,20,2,16,1,5,4,84,4,4,4,3,3,4,3,4,3,4,5,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,0,1
"2215",3,474873,2,5,1,1,1,3,3,5,4,3,3,5,1,3,1,2,2,3,4,4,4,4,4,4,3,1,2,2,5,1,1,4,1,2,10,5,2,3,3,1,5,1,3,1,1,100,1,14,1,1,4,5,3,4,3,3,3,4,3,3,4,4,4,3,2,2,4,3,4,3,4,3,3,4,4,3,4,4,3,0,1
"2216",2,235535,4,3,3,3,4,4,3,4,2,4,4,4,2,2,2,2,2,4,4,3,4,4,4,3,3,2,2,2,4,2,1,4,2,2,16,3,4,4,4,2,5,3,2,1,2,75,1,14,1,1,3,23,2,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,0,1
"2217",1,222789,4,1,3,5,1,3,3,5,1,1,2,4,1,3,3,3,2,3,5,3,4,2,4,3,3,1,1,1,4,1,1,4,3,2,20,3,2,1,3,3,5,1,1,1,1,50,1,16,1,5,4,5,3,3,3,3,3,4,3,4,3,4,4,2,2,3,4,2,3,4,5,5,3,4,4,4,4,4,3,0,1
"2218",1,241031,4,3,4,3,4,5,3,4,1,3,1,3,1,3,3,4,3,4,5,3,5,3,4,3,5,1,3,3,4,1,1,5,4,2,26,3,4,4,4,3,3,3,3,4,3,150,1,19,5,2,2,26,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1
"2219",1,229704,4,3,2,4,3,2,2,4,1,4,3,2,2,2,2,3,3,4,4,2,4,4,3,4,2,2,2,2,4,1,1,4,3,2,19,1,4,5,3,3,4,3,3,5,2,15,1,19,1,1,3,22,4,3,4,4,3,4,3,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,3,0,1
"2220",1,223987,4,3,1,4,3,4,2,3,2,4,2,3,2,3,4,3,3,4,3,3,4,3,4,4,3,2,2,3,4,0,0,4,3,2,18,2,5,3,4,3,5,3,2,3,3,45,2,11,6,4,2,50,4,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,0,1
"2221",2,485730,5,3,2,4,3,4,2,3,2,4,4,3,3,3,3,2,2,4,3,3,4,4,2,4,4,2,3,2,4,0,0,4,3,2,25,2,4,4,2,2,3,4,2,3,4,30,1,15,1,1,3,9,4,3,4,3,3,4,3,4,4,3,3,3,3,3,3,3,3,4,3,4,3,4,4,5,4,3,3,0,1
"2222",3,477057,5,3,3,3,3,3,1,4,3,4,4,4,3,3,3,1,2,3,4,2,4,3,3,3,4,1,1,2,3,1,1,4,11,2,17,4,2,3,3,2,4,4,2,3,3,34,1,10,1,7,3,3,4,3,3,4,3,3,3,4,3,3,4,3,3,4,3,4,4,4,3,3,3,4,4,3,4,3,3,0,1
"2223",2,486381,3,3,2,3,1,3,3,5,1,3,5,4,1,2,2,3,4,4,4,3,3,4,2,3,3,1,2,2,4,1,1,4,2,2,22,3,4,4,4,3,3,4,4,3,4,45,1,18,1,2,4,5,4,3,3,3,3,4,4,3,4,3,4,3,4,3,3,3,3,3,4,4,3,4,3,3,4,4,3,0,1
"2224",3,485736,2,4,2,4,3,4,2,4,2,4,4,4,2,2,3,4,2,4,4,2,4,4,2,4,2,2,2,2,4,1,1,4,2,2,18,2,5,3,4,1,4,3,3,1,4,30,1,13,3,1,3,24,4,3,4,2,3,3,2,4,4,3,4,2,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,0,1
"2225",1,473973,4,4,2,2,3,3,2,4,2,2,2,4,2,3,3,3,4,4,4,2,4,4,4,3,3,2,2,3,4,0,0,4,1,2,16,2,4,3,3,2,5,4,4,2,2,40,1,16,1,1,4,5,2,2,3,3,3,4,3,3,4,2,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,3,0,1
"2226",2,222692,3,1,1,4,4,4,3,4,1,2,4,2,3,1,3,2,3,3,4,2,4,4,3,5,4,4,1,2,5,3,1,2,3,2,24,1,3,5,4,3,1,4,4,5,3,60,1,16,5,1,1,86,4,3,4,3,3,3,4,4,4,2,4,2,4,4,4,3,5,4,4,5,4,5,5,3,4,4,3,1,1
"2227",2,240935,5,1,2,5,5,4,1,4,3,5,4,2,4,4,4,3,2,5,5,2,5,3,4,4,4,1,3,3,5,1,1,5,4,2,28,1,5,3,3,4,4,3,4,3,3,21,1,17,1,1,3,24,2,3,3,3,2,3,3,3,4,5,5,1,1,2,4,1,5,5,5,5,4,4,5,2,4,4,3,1,1
"2228",2,235473,5,3,1,4,3,5,4,5,1,3,5,3,3,2,3,4,4,5,5,4,5,5,5,5,5,3,3,5,4,1,1,5,5,2,26,3,4,3,5,3,5,2,3,1,2,60,1,17,1,2,3,1,5,5,5,5,5,5,5,5,4,5,3,5,3,5,3,4,5,5,5,4,5,5,5,3,3,5,3,1,1
"2229",2,220264,4,2,1,5,5,5,3,3,1,5,4,3,5,2,4,5,2,4,5,3,3,5,5,5,3,3,2,3,4,1,1,4,2,2,24,3,4,4,4,3,3,5,5,5,5,30,2,11,3,3,4,4,1,3,4,3,5,5,5,5,3,4,3,5,5,5,5,5,5,5,3,3,5,3,5,5,3,3,3,0,1
"2230",1,238044,5,2,1,2,3,4,3,5,3,3,2,5,1,1,4,3,3,5,5,4,4,5,5,3,3,1,2,3,5,1,1,5,7,2,25,1,5,2,4,2,5,2,4,1,4,120,2,19,1,5,4,18,5,4,5,3,5,3,5,5,4,4,2,3,2,3,2,3,4,4,3,3,3,4,4,4,3,3,3,1,1
"2231",3,232082,3,3,3,5,4,5,4,3,3,3,5,2,2,3,4,3,3,4,4,4,5,5,3,5,3,3,3,4,4,1,1,5,3,2,20,3,4,4,4,3,4,4,4,4,4,30,1,15,1,1,3,3,5,3,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,0,1
"2232",1,232194,4,2,3,5,4,3,3,4,2,3,2,4,2,2,4,2,3,4,4,2,3,4,3,4,4,2,1,2,4,1,1,4,2,2,18,3,5,5,2,2,5,2,4,3,3,40,2,16,1,5,4,22,3,4,5,4,4,4,5,4,5,5,4,4,4,4,5,4,5,5,4,5,5,3,5,4,3,5,3,0,1
"2233",2,233068,5,2,3,5,3,4,2,3,2,3,5,2,2,2,3,4,4,4,5,3,5,4,4,4,4,2,4,5,3,1,1,4,4,2,24,1,5,5,4,3,1,5,5,5,5,20,2,12,1,1,3,11,4,3,4,4,4,4,4,4,4,5,2,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,1,1
"2234",2,221420,5,3,3,4,4,5,4,4,2,5,4,3,3,2,5,3,2,5,3,2,4,4,4,5,5,2,4,3,5,1,1,4,5,2,50,1,5,4,4,2,2,4,4,4,4,100,2,13,5,3,3,44,1,3,5,3,4,5,5,5,3,5,3,3,4,5,5,4,5,4,5,5,5,3,5,5,3,5,3,0,1
"2235",2,220728,4,3,1,4,3,3,3,5,1,4,4,4,2,2,2,2,1,3,4,2,4,4,4,4,4,2,1,1,5,1,1,4,11,2,16,2,5,3,5,2,5,1,3,1,3,40,1,14,1,5,4,23,1,5,3,4,4,4,4,4,4,5,4,3,2,4,4,3,4,4,4,4,4,4,4,3,3,4,3,0,1
"2236",1,224035,4,3,2,4,4,3,3,4,2,4,2,3,3,3,3,2,2,3,4,2,4,4,4,4,3,2,4,2,4,1,1,4,3,2,15,2,5,4,3,3,5,1,3,1,2,180,2,13,1,5,4,24,3,5,4,3,4,5,5,5,5,4,5,3,3,3,5,2,3,5,5,4,4,5,4,5,3,5,3,1,1
"2237",2,227710,4,2,3,4,4,4,4,4,3,4,4,2,2,4,3,3,3,4,4,3,4,4,2,5,4,3,4,4,4,1,1,4,7,2,35,1,5,5,5,3,1,5,5,2,5,35,1,19,1,1,3,13,4,4,3,3,4,3,4,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,3,4,3,1,1
"2238",2,480547,3,3,2,4,3,4,3,4,2,4,4,2,4,4,4,3,2,4,4,2,4,3,2,4,4,2,2,3,4,1,1,4,3,2,24,2,5,5,4,3,3,4,3,4,4,15,1,17,1,1,2,43,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,4,3,4,3,0,1
"2239",1,233155,4,3,2,4,2,3,3,4,2,3,2,3,3,3,4,3,2,3,4,2,4,3,3,3,2,3,2,2,4,1,1,4,3,2,15,3,3,5,3,2,4,2,3,3,3,30,2,14,6,1,2,1,2,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,4,3,0,1
"2240",2,222694,4,3,2,2,3,3,2,4,2,4,3,2,2,2,3,2,2,3,4,3,4,3,4,4,2,2,2,2,2,0,0,4,4,2,22,1,3,2,4,1,5,3,3,3,2,30,1,17,1,1,3,3,3,3,3,4,4,4,4,4,3,4,2,3,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,0,1
"2241",3,487361,4,4,2,4,4,3,4,5,3,1,4,3,3,4,4,4,4,5,4,4,4,3,1,5,3,3,4,4,4,2,1,2,1,2,10,2,5,2,3,4,1,1,5,1,3,240,2,17,1,5,4,6,2,3,3,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,1
"2242",2,485621,4,3,3,4,3,3,2,4,2,3,4,4,2,3,4,3,2,4,4,2,4,4,4,2,3,2,3,3,4,2,1,1,2,2,16,4,1,1,4,2,5,1,1,1,1,45,1,14,1,5,4,23,4,4,3,4,4,3,3,3,5,4,3,2,3,3,3,2,3,3,4,4,3,3,4,4,3,4,3,0,1
"2243",2,221096,4,3,2,4,3,3,3,4,2,4,4,3,3,3,3,3,3,4,4,3,5,4,4,4,4,2,3,3,3,1,1,4,11,2,21,2,3,5,3,3,5,2,2,2,2,25,1,17,1,1,4,41,4,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,3,0,1
"2244",1,470682,3,3,2,3,3,4,2,4,2,3,2,4,2,2,3,3,3,4,4,2,4,4,3,4,4,2,2,2,4,1,1,2,2,2,16,2,3,3,4,2,5,3,3,2,3,15,1,11,1,5,4,5,4,3,4,3,4,3,3,4,4,3,3,3,4,3,3,4,3,4,3,2,4,4,4,4,3,3,3,0,1
"2245",3,422468,3,4,3,4,2,4,2,4,3,4,4,4,3,3,4,3,2,3,4,4,3,4,3,4,5,2,4,4,4,1,1,4,3,2,30,3,3,3,3,2,2,3,3,3,3,10,1,10,5,1,4,10,4,3,4,4,4,4,4,4,3,3,3,3,4,3,4,3,4,4,4,4,4,4,4,2,3,4,3,0,1
"2246",2,223869,4,3,2,3,1,4,3,4,1,3,4,3,2,1,3,2,3,4,4,2,4,3,2,4,2,2,3,3,4,1,1,5,2,2,21,3,5,5,3,2,5,3,3,3,3,5,1,12,1,2,4,3,4,3,3,4,4,3,4,3,4,3,4,3,4,4,3,3,4,3,3,4,4,4,4,2,3,4,3,1,1
"2247",1,473672,3,2,2,4,4,3,2,4,1,4,2,4,2,1,2,2,2,4,4,2,4,4,1,3,2,1,3,3,4,1,1,4,2,2,20,1,5,4,2,3,4,5,4,1,2,25,2,16,1,4,4,24,3,3,4,3,4,4,4,3,4,3,5,2,5,4,4,5,4,4,4,5,4,4,4,3,3,4,3,1,1
"2248",3,225493,4,4,2,3,3,2,2,4,1,4,4,4,2,2,3,2,2,4,5,3,3,3,3,4,3,2,1,1,4,1,1,4,1,2,16,2,3,3,3,2,3,2,2,3,2,10,1,1,1,5,4,5,3,4,3,4,4,4,4,5,4,2,4,2,2,3,4,3,4,4,4,4,4,3,4,3,3,3,3,0,1
"2249",1,239722,3,2,3,4,4,4,3,4,2,4,2,4,3,3,4,2,3,3,4,2,3,4,4,4,4,2,2,4,4,1,1,4,2,2,20,2,5,4,3,3,3,4,5,3,3,45,1,16,1,5,4,4,3,3,4,4,3,4,4,4,4,5,3,5,3,4,5,4,4,3,4,4,4,3,4,3,3,4,3,1,1
"2250",3,227293,3,5,2,4,3,4,4,4,4,4,3,3,3,3,2,4,3,5,4,3,5,4,4,5,4,2,4,4,5,1,1,5,3,2,20,1,5,5,3,2,4,3,5,3,4,40,2,15,1,1,4,3,3,3,3,4,3,2,3,3,5,4,4,4,4,2,3,1,4,2,3,4,4,3,4,5,3,4,3,1,1
"2251",2,220668,4,2,2,4,4,3,4,4,2,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,2,3,3,3,2,1,4,2,2,20,1,4,4,4,3,2,4,3,4,4,30,2,16,1,1,2,1,4,3,3,4,3,4,3,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,3,1,1
"2252",2,483680,4,3,3,4,4,3,2,4,2,4,4,4,2,3,4,3,3,4,4,3,4,4,3,4,3,2,3,2,4,1,1,3,3,2,18,2,3,3,3,2,4,5,3,2,4,30,2,14,1,5,4,28,3,3,4,3,3,3,4,4,3,4,3,4,3,3,3,4,4,3,3,4,4,3,4,3,3,4,3,0,1
"2253",1,226972,4,2,2,4,3,4,2,3,2,4,3,4,3,3,3,3,2,3,4,3,4,4,4,4,4,2,1,2,4,0,0,4,3,2,19,1,5,5,3,2,5,5,5,5,3,60,2,19,1,1,4,39,4,4,3,3,3,3,2,3,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,5,3,0,1
"2254",2,235472,4,2,2,4,4,4,2,4,2,2,4,3,2,2,4,4,3,4,4,3,4,4,4,4,3,1,3,2,3,1,1,4,4,2,20,2,4,5,3,3,1,4,3,5,3,40,2,16,1,1,3,26,2,1,3,4,3,4,4,4,4,4,1,3,4,3,4,3,4,3,4,4,4,4,4,5,3,4,3,0,1
"2255",3,230633,4,4,2,4,2,3,3,3,3,3,4,2,3,3,3,3,2,4,4,2,4,4,4,4,4,3,3,4,4,1,1,4,4,2,26,2,5,5,4,2,1,4,4,3,4,12,1,19,1,1,4,3,3,2,2,3,3,2,2,4,5,4,3,3,3,2,4,3,3,2,4,4,4,4,4,5,3,3,3,0,1
"2256",3,471144,2,4,1,3,1,3,3,4,2,2,4,4,1,1,3,1,3,4,4,3,4,4,3,3,2,2,4,3,4,0,0,4,1,2,18,4,1,3,3,1,4,2,4,2,2,17,1,12,3,5,4,3,3,3,4,4,3,3,4,4,4,4,3,3,3,3,3,3,4,4,4,3,4,4,4,5,3,3,3,0,1
"2257",3,225619,5,5,3,2,3,3,4,5,1,4,5,3,3,3,5,3,3,3,4,3,5,4,4,4,3,3,2,2,4,1,1,4,1,2,20,1,3,5,3,2,5,2,4,3,3,20,1,14,1,1,2,1,3,3,2,2,3,4,4,4,4,4,3,3,2,3,4,3,2,5,3,4,4,4,4,4,3,5,3,1,1
"2258",1,235210,5,2,1,4,3,2,1,5,1,2,3,3,2,3,4,3,3,3,5,2,5,2,3,2,3,2,1,1,3,1,1,5,11,2,18,2,5,5,3,4,5,1,3,1,1,70,2,1,1,5,4,24,3,3,3,3,3,3,4,4,4,4,4,3,2,3,4,2,4,4,4,4,4,4,4,4,3,3,3,1,1
"2259",2,224725,4,3,3,5,4,4,3,4,3,3,4,2,3,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,4,2,1,4,6,2,24,1,3,5,5,4,5,3,4,4,3,25,2,18,1,2,4,3,3,4,3,3,3,4,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,4,3,0,1
"2260",2,420661,4,3,3,3,3,5,3,3,2,2,4,2,3,4,3,3,4,4,4,4,5,4,3,3,4,4,3,4,4,1,1,4,3,2,24,3,4,3,3,4,4,3,4,4,2,120,1,14,1,2,3,3,4,3,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,4,3,0,1
"2261",1,486117,4,2,2,5,3,1,1,4,2,1,3,1,3,3,3,4,4,5,5,3,5,4,1,4,3,2,4,3,4,1,1,4,11,2,30,1,4,5,4,4,1,5,4,4,4,200,2,1,3,1,4,5,3,3,3,3,3,3,4,4,3,4,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,4,3,1,1
"2262",2,422340,3,2,3,4,3,4,3,4,2,3,4,3,3,3,4,3,3,4,4,3,4,3,3,4,4,2,2,2,4,1,1,3,4,2,18,1,5,5,3,2,3,3,3,4,3,15,1,14,1,1,2,10,3,3,3,4,3,4,4,4,3,4,3,3,3,4,4,3,4,3,3,4,4,4,4,3,3,3,3,0,1
"2263",2,483625,4,3,3,4,3,2,3,2,2,2,4,3,2,2,3,3,4,3,4,2,4,3,3,4,3,2,2,3,4,2,1,4,2,2,19,2,3,4,3,3,2,3,3,4,3,100,2,15,1,7,4,3,3,3,3,4,3,3,3,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,0,1
"2264",3,220702,4,3,3,4,3,4,4,4,3,3,4,2,3,3,4,3,3,4,5,3,5,4,4,5,4,3,3,4,5,1,1,4,4,2,26,1,5,5,5,3,3,4,4,5,4,60,2,14,1,2,3,8,4,3,3,3,3,4,3,3,3,4,2,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,3,1,1
"2265",2,472456,4,3,3,4,3,4,3,4,2,4,4,4,2,2,3,2,3,4,4,4,4,4,2,3,4,1,2,2,4,1,1,4,5,2,26,3,3,3,3,2,3,2,3,2,3,15,1,18,1,2,4,3,2,3,3,4,3,4,3,4,4,4,3,3,4,3,4,3,4,4,4,4,4,3,4,3,3,3,3,0,1
"2266",2,226624,5,2,3,4,4,3,3,5,2,2,4,2,4,3,4,4,3,4,4,4,4,4,3,4,5,1,1,3,4,1,1,4,3,2,26,3,4,3,4,3,4,3,3,2,4,60,1,19,1,1,4,22,3,4,4,4,3,4,4,4,4,4,5,3,3,3,4,3,4,4,5,4,4,4,4,2,3,4,3,1,1
"2267",2,220675,4,2,3,5,4,4,2,4,1,2,4,2,2,4,1,1,1,4,4,1,4,4,2,2,1,1,1,1,5,1,1,2,3,2,18,1,5,5,4,2,5,3,5,3,4,24,2,16,1,5,3,43,4,3,3,4,3,5,3,3,4,4,4,3,3,4,4,3,4,4,3,4,4,4,4,2,3,4,3,0,1
"2268",1,240499,4,2,3,4,4,3,3,4,2,2,3,3,3,3,4,4,3,3,4,3,4,4,3,4,4,2,4,4,4,0,0,4,6,2,35,1,3,3,4,3,2,2,3,2,3,15,2,15,1,1,4,53,4,4,4,4,3,4,3,3,4,4,3,3,4,4,3,4,3,4,4,4,3,3,3,5,3,3,3,0,1
"2269",3,237676,5,3,3,4,4,4,3,3,3,3,4,4,4,4,5,4,4,4,5,3,5,4,4,4,4,3,4,4,4,1,1,4,3,2,30,4,1,2,3,2,1,3,4,3,3,45,2,16,5,1,2,5,4,3,3,4,3,4,3,3,4,4,2,3,3,3,3,3,4,3,3,4,3,4,4,4,3,4,3,0,1
