ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.
2144,HC,7,8,TX,0,4,A,40709,40712,40466,NA,1925,7,1,0.7,40295,40407,6,1,40290,B,Dallas,10,PUBLIC,0,7,8,370,G,0.2,0,East Coast,EXISTING,10,11,1925,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.027027027,0.909090909,1,S-M,1
2145,HD,7,9,OR,1,5,A,40709,40713,40466,NA,1998,6,8,0.546,40249,40420,9,1,40249,C,Pacific Northwest,10,PUBLIC,1,1,8,82,G,0,0,East Coast,NEW,11,12,1998,1,40450,40450,259,259,Middle,High,Middle->High,June,Elementary,Middle,Elementary->Middle,H,0,0.134146341,0.916666667,1,S,0
2146,HD,8,8,MI,0,3,B,40709,40713,40482,NA,831,29,3,0.427,40227,40428,5,5,40227,A,Other,5,PUBLIC,1,8,9,1280,O,0.338,0,East Coast,EXISTING,68,73,831,1,40441,40441,268,268,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,1,0.053125,0.931506849,5,L,1
2147,HD,6,8,WA,1,5,A,40709,40713,40452,NA,2529,5,0,0.625,40261,40261,0,3,40260,E,Pacific Northwest,5,PUBLIC,0,K,8,180,P,0.25,0,East Coast,NEW,8,11,2529,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0,0.044444444,0.727272727,3,S,0
2148,HD,7,8,WI,0,5,A,40709,40713,40501,NA,1521,18,2,0.439,40246,40415,7,7,40240,A,Other,10,PUBLIC,1,5,8,208,N,0.39,0,East Coast,NEW,41,48,1521,2,40450,40463,259,246,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,0,0.197115385,0.854166667,7,S,1
2149,HD,4,5,ID,0,5,A,40709,40713,40506,NA,2061,4,1,0.444,40297,40417,2,2,40297,B,Other,4,PUBLIC,1,K,5,432,M,0.222,0,East Coast,EXISTING,9,11,2061,1,40444,40444,265,265,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,0,0.020833333,0.818181818,2,S-M,1
2150,HVP,6,12,KY,0,5,B,40709,40713,40459,NA,449,15,5,0.484,NA,40417,8,2,40411,,Other,1,CHD,1,PK,12,148,A,0.194,0,East Coast,NEW,31,33,449,1,40435,40435,274,274,Middle,High,Middle->High,June,PK,High,PK->High,H,0,0.209459459,0.939393939,2,S,0
2151,HD,5,6,NV,1,6,A,40709,40714,40466,FR,2260,6,0,0.333,40235,40416,0,2,40234,,Other,4,CHD,1,K,6,179,A,0.222,0,East Coast,EXISTING,18,20,2260,1,40434,40434,275,275,Elementary,Middle,Elementary->Middle,June,K,Middle,K->Middle,H,0,0.100558659,0.9,2,S,0
2152,HC,6,12,OR,0,5,A,40709,40714,40480,NA,2426,8,3,0.615,NA,40434,5,1,40431,,Pacific Northwest,7,PUBLIC,1,,NA,,,0.077,0,East Coast,EXISTING,13,14,2426,1,40451,40451,258,258,Middle,High,Middle->High,June,Undefined,Undefined,Undefined->Undefined,H,0,NA,0.928571429,1,,0
2153,HD,7,9,CA,0,6,A,40709,40714,40466,NA,1985,13,15,0.419,40317,40420,23,2,40316,D,Northern California,10,PUBLIC,1,7,8,907,J,0.097,0,East Coast,NEW,31,33,1985,2,40332,40430,377,279,Middle,High,Middle->High,June,Middle,Middle,Middle->Middle,H,0,0.034178611,0.939393939,2,L,0
2154,HD,8,8,WI,0,6,B,40709,40715,40473,FR,1173,5,3,0.128,40297,40410,5,4,40296,B,Other,1,PUBLIC,1,6,8,698,G,0.18,0,East Coast,EXISTING,39,43,1173,2,40435,40442,274,267,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.055873926,0.906976744,4,M-L,1
2155,SC,7,9,OR,0,7,A,40709,40715,40482,NA,2469,9,1,0.692,40283,40421,3,1,40282,C,Pacific Northwest,7,PUBLIC,1,7,8,300,F,0.231,0,Costa Rica,NEW,13,14,2469,1,40437,40437,272,272,Middle,High,Middle->High,June,Middle,Middle,Middle->Middle,S,0,0.043333333,0.928571429,1,S,0
2156,HS,4,4,CA,0,1,A,40710,40710,40487,FR,385,75,5,0.552,40316,40417,5,5,40298,C,Southern California,4,PUBLIC,1,K,5,630,Q,0.132,1,CA History,EXISTING,136,141,385,1,40451,40451,259,259,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,1,0.215873016,0.964539007,5,M-L,1
2157,HD,7,8,MI,0,3,A,40710,40712,40466,NA,1080,39,6,0.661,40210,40423,5,4,40208,B,Other,10,PUBLIC,1,6,8,711,L,0.356,0,East Coast,EXISTING,59,63,1080,1,40443,40443,267,267,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.082981716,0.936507937,4,M-L,1
2158,HVP,6,8,NY,0,3,B,40710,40712,40482,NA,369,16,10,0.41,NA,40368,12,3,40369,C,Other,10,PUBLIC,0,6,7,210,P3,0.026,0,East Coast,NEW,39,42,369,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.185714286,0.928571429,3,S,0
2159,HD,7,8,TX,0,4,A,40710,40713,40497,NA,1656,14,1,0.875,40441,40441,5,2,40437,C,Dallas,10,PUBLIC,1,7,8,510,B,0.188,0,East Coast,NEW,16,18,1656,1,40472,40472,238,238,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.031372549,0.888888889,2,S-M,1
2160,SK,8,8,IN,1,5,A,40710,40714,40466,NA,1781,13,4,0.619,40233,40414,4,2,40228,B,Other,6,PUBLIC,1,7,8,1420,M,0.381,0,Science,EXISTING,21,23,1781,2,40316,40436,394,274,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,1,0.014788732,0.913043478,2,L,0
2161,HC,7,8,WA,0,5,A,40710,40714,40482,NA,2362,9,4,0.75,40259,40435,5,1,40256,B,Pacific Northwest,5,PUBLIC,1,6,8,640,E,0.25,0,East Coast,EXISTING,12,13,2362,1,40451,40451,259,259,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.01875,0.923076923,1,M-L,0
2162,HC,5,6,TX,0,5,A,40710,40714,40466,NA,2278,1,2,0.25,40225,40420,5,2,40226,C,Dallas,4,PUBLIC,1,PK,6,456,K,0.5,0,East Coast,EXISTING,4,6,2278,1,40430,40430,280,280,Elementary,Middle,Elementary->Middle,June,PK,Middle,PK->Middle,H,0,0.00877193,0.666666667,2,S-M,1
2163,SK,6,9,MN,1,5,A,40710,40714,40482,NA,1988,3,0,0.375,40234,40438,0,1,40234,A,Other,6,PUBLIC,1,6,8,1082,Q,0.375,0,Science,EXISTING,8,9,1988,1,40455,40455,255,255,Middle,High,Middle->High,June,Middle,Middle,Middle->Middle,S,0,0.007393715,0.888888889,1,L,0
2164,HD,8,8,NV,0,5,A,40710,40714,40452,NA,1929,6,3,0.462,40263,40413,7,1,40263,B,Other,5,PUBLIC,1,6,8,586,K,0.077,0,East Coast,NEW,13,14,1929,2,40302,40435,408,275,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.0221843,0.928571429,1,M-L,1
2165,HD,8,8,TX,0,5,A,40710,40714,40474,FR,1757,8,2,0.5,40245,40410,4,2,40243,C,Houston,10,PUBLIC,1,6,8,725,I,0.375,0,East Coast,EXISTING,16,18,1757,2,40284,40421,426,289,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.022068966,0.888888889,2,M-L,1
2166,HC,8,8,MO,0,5,A,40710,40714,40452,NA,2050,9,9,0.9,40263,40415,9,2,40256,B,Other,5,PUBLIC,1,7,8,831,M,0.3,0,East Coast,EXISTING,10,12,2050,2,40420,40444,290,266,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.012033694,0.833333333,2,L,1
2167,SK,7,8,PA,1,5,A,40710,40714,40482,NA,1821,27,3,0.711,40240,40415,3,3,40239,,Other,4,CHD,1,K,8,516,N,0.237,0,Science,EXISTING,38,41,1821,1,40435,40435,275,275,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,S,0,0.073643411,0.926829268,3,S-M,0
2168,SK,7,8,MD,0,5,A,40710,40714,40445,NA,1839,7,2,0.636,NA,40409,6,1,40404,B,Other,6,PUBLIC,1,6,8,619,E,0.364,0,Science,EXISTING,11,12,1839,1,40423,40423,287,287,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.017770598,0.916666667,1,M-L,1
2169,SK,6,7,MD,0,5,A,40710,40714,40445,NA,1839,2,4,0.286,NA,40409,5,1,40404,B,Other,6,PUBLIC,1,PK,8,667,F,0,0,Science,EXISTING,7,8,1839,1,40423,40423,287,287,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,S,0,0.010494753,0.875,1,M-L,1
2170,SK,6,8,CA,1,5,A,40710,40714,40497,NA,2074,2,3,0.4,NA,40415,5,1,40408,E,Northern California,4,PUBLIC,1,K,8,453,M,0.4,0,Science,NEW,5,6,2074,1,40429,40429,281,281,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,S,0,0.011037528,0.833333333,1,S-M,0
2171,SK,6,8,MD,0,5,A,40710,40714,40497,NA,1914,3,0,0.5,NA,40444,1,1,40443,B,Other,6,PUBLIC,1,6,8,601,E,0,0,Science,NEW,6,7,1914,1,40463,40463,247,247,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.009983361,0.857142857,1,M-L,0
2172,HD,NA,NA,GA,0,6,A,40710,40715,40527,SA,1659,0,0,0,NA,40480,1,0,40481,,Other,7,CHD,0,,NA,,,0,0,East Coast,NEW,51,51,1659,0,NA,NA,NA,NA,Undefined,Undefined,Undefined->Undefined,June,Undefined,Undefined,Undefined->Undefined,H,0,NA,1,0,,0
2173,HN,7,8,WI,0,3,A,40711,40713,40466,NA,1747,10,4,0.667,40309,40423,10,1,40310,A,Other,10,PUBLIC,1,7,8,811,O,0.2,0,East Coast,EXISTING,15,16,1747,1,40442,40442,269,269,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.018495684,0.9375,1,M-L,1
2174,HD,8,8,MI,0,5,B,40711,40715,40497,NA,867,27,4,0.643,40213,40416,7,2,40212,B,Other,10,PUBLIC,1,7,8,500,I,0.381,0,East Coast,EXISTING,42,44,867,2,40470,40681,241,30,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.084,0.954545455,2,S-M,1
2175,HD,8,8,OH,0,4,B,40711,40715,40480,CP,729,16,4,0.615,40270,40420,5,2,40267,B,Other,10,PUBLIC,0,6,8,400,I,0.154,0,East Coast,EXISTING,26,28,729,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.065,0.928571429,2,S-M,1
2176,HVP,8,8,MI,0,5,B,40711,40715,40476,NA,457,24,2,0.632,40287,40409,3,2,40276,B,Other,10,PUBLIC,1,6,12,439,J,0.316,0,East Coast,EXISTING,38,40,457,1,40449,40449,262,262,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,1,0.086560364,0.95,2,S-M,1
2177,HD,7,8,CA,0,5,A,40711,40715,40527,NA,1988,14,0,0.56,40252,40410,1,2,40241,B,Southern California,5,PUBLIC,1,7,8,1226,P,0.32,0,East Coast,EXISTING,25,27,1988,2,40344,40443,367,268,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.020391517,0.925925926,2,L,1
2178,HD,7,8,OR,0,5,A,40711,40715,40483,NA,1918,4,3,0.2,NA,40459,10,2,40459,B,Pacific Northwest,5,PUBLIC,1,6,8,548,F,0.1,0,East Coast,NEW,20,22,1918,1,40470,40470,241,241,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.03649635,0.909090909,2,S-M,0
2179,HC,7,8,CA,0,5,A,40711,40716,40473,NA,2397,9,1,0.692,40374,40374,3,1,40344,B,Northern California,5,PUBLIC,1,6,8,676,P,0.154,0,East Coast,EXISTING,13,14,2397,1,40448,40448,263,263,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.019230769,0.928571429,1,M-L,1
2180,HC,NA,NA,WA,0,7,A,40711,40717,40495,NA,2867,46,19,0.697,40248,40450,18,11,40249,A,Pacific Northwest,5,PUBLIC,1,6,8,957,P,0.409,0,East Coast,EXISTING,66,77,2867,1,40464,40464,247,247,Undefined,Undefined,Undefined->Undefined,June,Middle,Middle,Middle->Middle,H,0,0.068965517,0.857142857,11,L,1
2181,HC,8,8,OR,0,7,A,40711,40717,40501,NA,2622,4,4,0.571,40290,40413,4,1,40285,,Pacific Northwest,10,CHD,1,PK,12,320,G,0.571,0,East Coast,EXISTING,7,8,2622,1,40451,40451,260,260,Middle,Middle,Middle->Middle,June,PK,High,PK->High,H,1,0.021875,0.875,1,S,1
2182,HC,8,8,OR,0,7,A,40711,40717,40501,NA,2622,7,4,0.368,40290,40413,3,1,40285,,Pacific Northwest,10,CHD,1,PK,8,129,J,0.263,0,East Coast,EXISTING,19,20,2622,1,40423,40423,288,288,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,1,0.147286822,0.95,1,S,1
2183,HD,8,8,OR,0,7,A,40711,40717,40466,NA,2399,11,3,0.846,40316,40414,3,1,40315,,Pacific Northwest,5,Catholic,1,K,8,223,Q,0.769,0,East Coast,EXISTING,13,14,2399,1,40444,40444,267,267,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.058295964,0.928571429,1,S,1
2184,HD,12,12,FL,0,6,A,40711,40717,40452,SA,2150,0,0,0,40212,40212,2,0,40212,,Other,7,PUBLIC,0,,NA,,,0,0,East Coast,EXISTING,32,32,2150,0,NA,NA,NA,NA,High,High,High->High,June,Undefined,Undefined,Undefined->Undefined,H,1,NA,1,0,,0
2185,SM,8,9,MN,0,4,A,40712,40715,40466,NA,1768,3,0,0.75,40241,40417,2,1,40241,C,Other,8,PUBLIC,0,7,12,450,G,0.25,1,Science,NEW,4,5,1768,0,NA,NA,NA,NA,Middle,High,Middle->High,June,Middle,High,Middle->High,S,0,0.008888889,0.8,1,S-M,0
2186,HD,6,8,CA,0,4,A,40712,40715,40466,NA,1632,1,4,0.5,40247,40400,4,1,40234,C,Southern California,10,PUBLIC,1,K,5,606,I,0.5,0,East Coast,EXISTING,2,3,1632,2,40288,40449,424,263,Middle,Middle,Middle->Middle,June,K,Elementary,K->Elementary,H,0,0.00330033,0.666666667,1,M-L,0
2187,SM,6,8,NC,0,4,A,40712,40715,40491,NA,1811,2,4,0.25,NA,40450,3,1,40450,B,Other,7,PUBLIC,1,6,8,366,F,0.25,0,Science,NEW,8,9,1811,1,40477,40477,235,235,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.021857923,0.888888889,1,S-M,1
2188,HD,8,8,CA,0,5,A,40712,40716,40487,NA,2133,40,4,0.714,40296,40422,9,4,40295,B,Southern California,5,PUBLIC,1,7,8,1060,Q,0.304,0,East Coast,EXISTING,56,60,2133,1,40457,40457,255,255,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.052830189,0.933333333,4,L,1
2189,HD,8,8,WA,0,5,A,40712,40716,40480,NA,1595,24,10,0.667,40240,40415,13,5,40239,C,Pacific Northwest,5,PUBLIC,1,8,9,683,J,0.194,0,East Coast,EXISTING,36,41,1595,1,40443,40443,269,269,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,1,0.052708638,0.87804878,5,M-L,1
2190,HC,8,8,CA,0,5,A,40712,40716,40511,NA,2269,17,4,0.586,40227,40400,5,4,40228,A,Southern California,5,CHD,0,6,8,,P,0.207,0,East Coast,EXISTING,29,33,2269,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,NA,0.878787879,4,,1
2191,HD,8,8,WA,0,5,A,40712,40716,40452,NA,2049,2,0,0.4,40211,40410,2,1,40212,B,Pacific Northwest,5,PUBLIC,1,6,8,505,I,0.6,0,East Coast,EXISTING,5,6,2049,2,40294,40452,418,260,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.00990099,0.833333333,1,S-M,1
2192,HD,6,8,CA,1,5,A,40712,40716,40483,NA,2005,8,5,0.571,40308,40409,6,1,40306,C,Southern California,5,PUBLIC,1,K,8,752,J,0.214,0,East Coast,NEW,14,15,2005,2,40324,40449,388,263,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0,0.018617021,0.933333333,1,M-L,0
2193,HD,6,8,WA,0,5,A,40712,40716,40522,FR,2074,5,2,1,NA,40459,4,1,40458,C,Pacific Northwest,5,PUBLIC,1,6,8,465,J,0,0,East Coast,NEW,5,6,2074,1,40479,40479,233,233,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.010752688,0.833333333,1,S-M,0
2194,HD,6,12,WA,0,5,A,40712,40716,40452,NA,2017,3,0,0.3,40298,40416,0,1,40296,B,Pacific Northwest,10,PUBLIC,1,K,12,119,I,0.2,0,East Coast,NEW,10,11,2017,1,40317,40317,395,395,Middle,High,Middle->High,June,K,High,K->High,H,0,0.084033613,0.909090909,1,S,0
2195,HC,9,12,WA,0,5,A,40712,40716,40480,NA,2255,1,4,0.25,40266,40409,5,1,40263,C,Pacific Northwest,8,PUBLIC,1,9,12,313,J,0,0,East Coast,NEW,4,5,2255,1,40455,40455,257,257,High,High,High->High,June,High,High,High->High,H,0,0.012779553,0.8,1,S,0
2196,HD,6,8,WA,0,5,A,40712,40716,40452,NA,2224,10,0,0.714,40294,40420,0,1,40292,B,Pacific Northwest,5,PUBLIC,1,6,8,75,J,0.357,0,East Coast,NEW,14,15,2224,2,40318,40430,394,282,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.186666667,0.933333333,1,S,0
2197,SM,7,8,WI,1,5,A,40712,40716,40480,NA,1979,6,0,0.857,40203,40436,0,1,40204,B,Other,8,PUBLIC,1,7,12,200,M,0.286,0,Science,EXISTING,7,8,1979,2,40235,40451,477,261,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,S,0,0.035,0.875,1,S,0
2198,SM,7,7,KS,0,5,A,40712,40716,40512,NA,2184,4,0,0.571,NA,40417,1,1,40414,C,Other,7,PUBLIC,1,6,8,450,E,0.286,0,Science,EXISTING,7,8,2184,1,40430,40430,282,282,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,1,0.015555556,0.875,1,S-M,0
2199,HD,6,7,WA,0,5,A,40712,40716,40485,NA,1950,3,1,0.75,NA,40444,1,1,40444,B,Pacific Northwest,5,PUBLIC,1,6,8,464,H,0.5,0,East Coast,NEW,4,5,1950,1,40465,40465,247,247,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.00862069,0.8,1,S-M,0
2200,HC,8,8,WA,0,6,A,40712,40717,40483,NA,2424,12,0,0.6,40227,40417,0,1,40220,B,Pacific Northwest,5,PUBLIC,1,6,8,444,I,0.25,0,East Coast,EXISTING,20,21,2424,1,40442,40442,270,270,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.045045045,0.952380952,1,S-M,1
2201,HD,8,8,CA,0,6,A,40712,40717,40512,NA,2099,10,4,0.526,40294,40443,4,3,40290,C,Southern California,5,PUBLIC,1,6,8,1500,N,0.158,0,East Coast,EXISTING,19,22,2099,1,40457,40457,255,255,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.012666667,0.863636364,3,L,1
2202,HD,8,8,CA,0,6,A,40712,40717,40482,NA,2049,18,3,0.5,40290,40429,5,5,40290,B,Northern California,5,PUBLIC,1,7,8,1030,P,0.361,0,East Coast,EXISTING,36,41,2049,1,40443,40443,269,269,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.034951456,0.87804878,5,L,1
2203,HD,8,9,WA,0,5,A,40712,40717,40488,NA,2110,8,0,0.8,40290,40395,1,1,40288,B,Pacific Northwest,5,PUBLIC,1,6,8,991,M,0.4,0,East Coast,NEW,10,11,2110,1,40456,40456,256,256,Middle,High,Middle->High,June,Middle,Middle,Middle->Middle,H,0,0.010090817,0.909090909,1,L,0
2204,HC,8,8,CA,0,6,A,40712,40718,40477,NA,2542,4,1,0.667,40224,40411,1,3,40222,C,Northern California,5,PUBLIC,1,6,8,530,G,0.167,0,East Coast,EXISTING,6,9,2542,2,40260,40486,452,226,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.011320755,0.666666667,3,S-M,0
2205,HC,8,8,WA,0,7,A,40712,40718,40466,NA,2485,15,5,0.273,40233,40415,7,6,40227,B,Pacific Northwest,5,PUBLIC,1,6,8,450,N,0.4,0,East Coast,EXISTING,55,61,2485,1,40416,40416,296,296,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.122222222,0.901639344,6,S-M,1
2206,HC,8,8,CA,0,6,A,40712,40718,40497,NA,2544,13,6,0.448,40238,40420,6,2,40236,C,Southern California,5,PUBLIC,1,K,8,1068,J,0.483,0,East Coast,EXISTING,29,31,2544,1,40639,40639,73,73,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.027153558,0.935483871,2,L,1
2207,HD,8,8,CA,0,8,A,40712,40719,40483,NA,2718,55,13,0.671,40238,40238,13,10,40234,,Northern California,7,CHD,1,,NA,,,0.342,0,East Coast,EXISTING,82,92,2718,2,40449,40450,263,262,Middle,Middle,Middle->Middle,June,Undefined,Undefined,Undefined->Undefined,H,1,NA,0.891304348,10,,1
2208,HD,5,5,OR,0,8,A,40712,40719,40497,NA,2398,5,1,0.227,NA,40444,2,2,40395,B,Pacific Northwest,4,PUBLIC,1,K,5,433,J,0.136,0,East Coast,EXISTING,22,24,2398,2,40437,40498,275,214,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,1,0.050808314,0.916666667,2,S-M,1
2209,HC,8,8,OR,0,8,A,40712,40720,40459,CP,2621,18,13,0.487,40287,40415,19,3,40277,B,Pacific Northwest,5,PUBLIC,1,6,8,705,H,0.297,0,East Coast,EXISTING,37,40,2621,1,40435,40435,277,277,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.05248227,0.925,3,M-L,1
2210,CC,11,12,CA,0,9,A,40712,40721,40527,NA,2976,19,13,0.731,40290,40435,16,2,40283,,Southern California,8,CHD,1,9,12,420,E,0.308,1,East Coast,EXISTING,26,28,2976,1,40436,40436,276,276,High,High,High->High,June,High,High,High->High,C,0,0.061904762,0.928571429,2,S-M,0
2211,HD,7,8,CA,1,5,A,40713,40717,40483,NA,1993,11,3,0.647,40235,40435,3,2,40236,C,Southern California,5,PUBLIC,1,6,8,941,N,0.353,0,East Coast,EXISTING,17,19,1993,1,40518,40518,195,195,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.018065887,0.894736842,2,L,0
2212,HD,8,8,CA,0,5,A,40713,40717,40466,NA,2120,5,3,0.833,NA,40421,4,2,40286,B,Northern California,5,PUBLIC,0,7,8,800,Q,0.333,0,East Coast,EXISTING,6,8,2120,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.0075,0.75,2,M-L,0
2213,HD,7,8,OR,0,5,A,40713,40717,40473,NA,2002,6,1,0.857,40256,40423,2,1,40254,C,Pacific Northwest,5,PUBLIC,1,6,8,967,J,0.714,0,East Coast,EXISTING,7,8,2002,1,40451,40451,262,262,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.007238883,0.875,1,L,0
2214,HD,8,8,OR,0,5,A,40713,40717,40492,NA,1990,15,3,0.714,40302,40438,4,2,40303,B,Pacific Northwest,5,PUBLIC,1,6,8,723,G,0.238,0,East Coast,EXISTING,21,23,1990,2,40457,40458,256,255,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.029045643,0.913043478,2,M-L,1
2215,HD,6,8,WA,1,5,A,40713,40717,40473,NA,1992,3,3,1,40283,40409,6,1,40281,C,Pacific Northwest,5,PUBLIC,1,6,8,302,F,0.333,0,East Coast,NEW,3,4,1992,2,40310,40457,403,256,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.009933775,0.75,1,S,0
2216,HD,6,9,WA,0,5,A,40713,40717,40513,NA,1999,12,5,0.6,40231,40422,5,2,40075,B,Pacific Northwest,5,PUBLIC,1,6,8,350,N,0.15,0,East Coast,NEW,20,22,1999,1,40444,40444,269,269,Middle,High,Middle->High,June,Middle,Middle,Middle->Middle,H,0,0.057142857,0.909090909,2,S-M,0
2217,HD,8,8,NE,0,5,A,40713,40717,40483,FR,1699,2,0,0.118,40247,40403,0,2,40227,B,Other,10,PUBLIC,1,K,12,510,K,0.059,0,East Coast,EXISTING,17,19,1699,1,40415,40415,298,298,Middle,Middle,Middle->Middle,June,K,High,K->High,H,1,0.033333333,0.894736842,2,S-M,1
2218,HD,8,8,OR,0,5,A,40713,40717,40466,NA,1788,14,3,0.519,40217,40428,3,4,40214,C,Pacific Northwest,5,PUBLIC,1,6,8,711,M,0.259,0,East Coast,EXISTING,27,31,1788,1,40451,40451,262,262,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.037974684,0.870967742,4,M-L,1
2219,HD,8,8,WA,0,5,A,40713,40717,40452,NA,2023,5,8,0.625,40290,40421,9,1,40289,B,Pacific Northwest,5,PUBLIC,1,6,8,367,N,0.75,0,East Coast,NEW,8,9,2023,2,40317,40443,396,270,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.021798365,0.888888889,1,S-M,0
2220,HD,8,8,OR,0,5,A,40713,40717,40466,NA,1767,15,2,0.682,40093,40421,2,2,40093,B,Pacific Northwest,10,PUBLIC,1,K,8,499,N,0.273,0,East Coast,NEW,22,24,1767,2,40115,40451,598,262,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.044088176,0.916666667,2,S-M,1
2221,HD,9,12,WA,0,5,A,40713,40717,40475,NA,2028,2,2,0.333,40283,40421,2,1,40281,C,Pacific Northwest,10,PUBLIC,1,7,8,263,L,0.667,0,East Coast,NEW,6,7,2028,1,40449,40449,264,264,High,High,High->High,June,Middle,Middle,Middle->Middle,H,0,0.022813688,0.857142857,1,S,0
